"","X.1","X","DyadId","ConflictId","Location","SideA","SideA2nd","SideB","SideBID","SideB2nd","Incompatibility","TerritoryName","Year","IntensityLevel","GWNoA","GWNoA2nd","GWNoB","GWNoB2nd","GWNoLoc","Region","South.East.Asia","Version","RelID","RelIDComm","RelIncomp","Jihadist","JihadistRebel","Demand","Med","MedComm","Region.1","East.Asia","Claim.Type","Few.to.many.demands","General.to.specific.aspirations","Unity.to.division","medrel","Nonrelincomp","mednonrel","jihadmed","nonjihadist","nonjihadistmed","relnonjihadmed","count","region","continent","StartYear","Duration","Period","post2001","rebstrength","obs","medlag","logdur","Terror_SideB","internationalized","noninternationalized","intermed","nonintermed"
"352",352,352,211,"1-141","Somalia","Government of Somalia","","USC/SNA","1353","",2,"",1995,1,"520","","","","520","4",NA,"1.0-2016",0,"With its base centered on the Hawiye clan, the United Somali Congress' political wing was founded in Rome in January, 1987. ",0,0,NA,0,0,NA,"Northern Africa",NA,NA,NA,NA,NA,0,1,0,0,1,0,0,1,"Eastern Africa","Africa",1991,4,2,0,"parity",312,0,1.38629436111989,0,0,1,0,0
"353",353,353,211,"1-141","Somalia","Government of Somalia","","USC/SNA","1353","",2,"",1996,1,"520","","","","520","4",NA,"1.0-2016",0,"With its base centered on the Hawiye clan, the United Somali Congress' political wing was founded in Rome in January, 1987. ",0,0,NA,0,1,NA,"Northern Africa",NA,NA,NA,NA,NA,0,1,1,0,1,1,0,1,"Eastern Africa","Africa",1991,5,2,0,"parity",313,0,1.6094379124341,0,0,1,0,1
"354",354,354,211,"1-141","Somalia","Government of Somalia","","USC/SNA","1353","",2,"",1993,1,"520","","","","520","4",NA,"1.0-2016",0,"With its base centered on the Hawiye clan, the United Somali Congress' political wing was founded in Rome in January, 1987. ",0,0,NA,0,1,NA,"Northern Africa",NA,NA,NA,NA,NA,0,1,1,0,1,1,0,1,"Eastern Africa","Africa",1991,2,1,0,"parity",314,1,0.693147180559945,0,0,1,0,1
"355",355,355,211,"1-141","Somalia","Government of Somalia","","USC/SNA","1353","",2,"",1992,2,"520","","","","520","4",NA,"1.0-2016",0,"With its base centered on the Hawiye clan, the United Somali Congress' political wing was founded in Rome in January, 1987. ",0,0,NA,0,1,NA,"Northern Africa",NA,NA,NA,NA,NA,0,1,1,0,1,1,0,1,"Eastern Africa","Africa",1991,1,1,0,"parity",315,1,0,0,0,1,0,1
"356",356,356,211,"1-141","Somalia","Government of Somalia","","USC/SNA","1353","",2,"",1991,2,"520","","","","520","4",NA,"1.0-2016",0,"With its base centered on the Hawiye clan, the United Somali Congress' political wing was founded in Rome in January, 1987. ",0,0,NA,0,0,NA,"Northern Africa",NA,NA,NA,NA,NA,0,1,0,0,1,0,0,1,"Eastern Africa","Africa",1991,0,1,0,"parity",316,1,0,0,0,1,0,0
"357",357,357,211,"1-141","Somalia","Government of Somalia","","USC/SNA","1353","",2,"",1994,1,"520","","","","520","4",NA,"1.0-2016",0,"With its base centered on the Hawiye clan, the United Somali Congress' political wing was founded in Rome in January, 1987. ",0,0,NA,0,1,NA,"Northern Africa",NA,NA,NA,NA,NA,0,1,1,0,1,1,0,1,"Eastern Africa","Africa",1991,3,1,0,"parity",317,0,1.09861228866811,0,0,1,0,1
"358",358,358,212,"1-141","Somalia","Government of Somalia","","SRRC","1354","",2,"",2001,1,"520","","","","520","4",NA,"1.0-2016",0,"",0,0,NA,0,1,NA,"Northern Africa",NA,NA,NA,NA,NA,0,1,1,0,1,1,0,1,"Eastern Africa","Africa",2001,0,3,0,NA,318,1,0,0,0,1,0,1
"359",359,359,212,"1-141","Somalia","Government of Somalia","","SRRC","1354","",2,"",2002,1,"520","","","","520","4",NA,"1.0-2016",0,"",0,0,NA,0,1,NA,"Northern Africa",NA,NA,NA,NA,NA,0,1,1,0,1,1,0,1,"Eastern Africa","Africa",2001,1,3,1,NA,319,1,0,0,0,1,0,1
"360",360,360,632,"1-141","Somalia","Government of Somalia","Government of Ethiopia","ARS/UIC","1355","",2,"",2006,1,"520","530","","","520","4",NA,"1.0-2016",0,"",1,1,1,1,0,NA,"Northern Africa",NA,1,1,1,1,0,0,0,0,0,0,0,1,"Eastern Africa","Africa",2006,0,4,1,NA,1123,1,0,0,1,0,0,0
"361",361,361,632,"1-141","Somalia","Government of Somalia","Government of Ethiopia","ARS/UIC","1355","",2,"",2007,2,"520","530","","","520","4",NA,"1.0-2016",0,"",1,1,1,1,0,NA,"Northern Africa",NA,1,1,1,1,0,0,0,0,0,0,0,1,"Eastern Africa","Africa",2006,1,4,1,NA,1124,0,0,0,1,0,0,0
"362",362,362,632,"1-141","Somalia","Government of Somalia","Government of Ethiopia","ARS/UIC","1355","",2,"",2008,1,"520","530","","","520","4",NA,"1.0-2016",0,"",1,1,1,1,1,NA,"Northern Africa",NA,1,1,1,1,1,0,0,1,0,0,0,1,"Eastern Africa","Africa",2006,2,4,1,NA,1125,0,0.693147180559945,0,1,0,1,0
"363",363,363,770,"1-141","Somalia","Government of Somalia","Government of Ethiopia","Al-Shabaab","1578","",2,"",2008,2,"520","530","","","520","4",NA,"1.0-2016",0,"",1,1,1,1,0,NA,"Northern Africa",NA,2,1,1,1,0,0,0,0,0,0,0,1,"Eastern Africa","Africa",2008,0,4,1,NA,1214,1,0,0,1,0,0,0
"364",364,364,770,"1-141","Somalia","Government of Somalia","Government of Ethiopia","Al-Shabaab","1578","",2,"",2009,2,"520","530","","","520","4",NA,"1.0-2016",0,"",1,1,1,1,0,NA,"Northern Africa",NA,2,1,1,1,0,0,0,0,0,0,0,1,"Eastern Africa","Africa",2008,1,4,1,NA,1215,0,0,0,1,0,0,0
"365",365,365,770,"1-141","Somalia","Government of Somalia","Government of Ethiopia","Al-Shabaab","1578","",2,"",2010,2,"520","530","","","520","4",NA,"1.0-2016",0,"",1,1,1,1,0,NA,"Northern Africa",NA,2,1,1,1,0,0,0,0,0,0,0,1,"Eastern Africa","Africa",2008,2,5,1,NA,1216,0,0.693147180559945,1,1,0,0,0
"366",366,366,770,"1-141","Somalia","Government of Somalia","Government of Ethiopia, Government of Kenya","Al-Shabaab","1578","",2,"",2011,2,"520","530, 501","","","520","4",NA,"1.0-2016",0,"",1,1,1,1,0,NA,"Northern Africa",NA,2,1,1,1,0,0,0,0,0,0,0,1,"Eastern Africa","Africa",2008,3,5,1,NA,1217,0,1.09861228866811,1,1,0,0,0
"367",367,367,770,"1-141","Somalia","Government of Somalia","Government of Burundi, Government of Djibouti, Government of Ethiopia, Government of Ghana, Government of Kenya, Government of Nigeria, Government of Sierra Leone, Government of Uganda","Al-Shabaab","1578","",2,"",2012,2,"520","516, 522, 530, 452, 501, 475, 451, 500","","","520","4",NA,"1.0-2016",0,"",1,1,1,1,0,NA,"Northern Africa",NA,2,1,1,1,0,0,0,0,0,0,0,1,"Eastern Africa","Africa",2008,4,5,1,NA,1218,0,1.38629436111989,1,1,0,0,0
"368",368,368,770,"1-141","Somalia","Government of Somalia","Government of Burundi, Government of Djibouti, Government of Ethiopia, Government of Ghana, Government of Kenya, Government of Nigeria, Government of Sierra Leone, Government of Uganda","Al-Shabaab","1578","",2,"",2013,1,"520","516, 522, 530, 452, 501, 475, 451, 500","","","520","4",NA,"1.0-2016",0,"",1,1,1,1,0,NA,"Northern Africa",NA,2,1,1,1,0,0,0,0,0,0,0,1,"Eastern Africa","Africa",2008,5,5,1,NA,1219,0,1.6094379124341,1,1,0,0,0
"369",369,369,770,"1-141","Somalia","Government of Somalia","Government of Burundi, Government of Djibouti, Government of Ethiopia, Government of Ghana, Government of Kenya, Government of Nigeria, Government of Sierra Leone, Government of Uganda","Al-Shabaab","1578","",2,"",2014,2,"520","516, 522, 530, 452, 501, 475, 451, 500","","","520","4",NA,"1.0-2016",0,"",1,1,1,1,0,NA,"Northern Africa",NA,2,1,1,1,NA,0,NA,0,0,NA,NA,1,"Eastern Africa","Africa",2008,6,5,1,NA,1220,0,1.79175946922805,1,1,0,0,0
"370",370,370,770,"1-141","Somalia","Government of Somalia","Government of Burundi, Government of Djibouti, Government of Ethiopia, Government of Ghana, Government of Kenya, Government of Nigeria, Government of Sierra Leone, Government of Uganda","Al-Shabaab","1578","",2,"",2015,2,"520","516, 522, 530, 452, 501, 475, 451, 500","","","520","4",NA,"1.0-2016",0,"",1,1,1,1,0,NA,"",NA,2,1,1,1,NA,0,NA,0,0,NA,NA,1,"Eastern Africa","Africa",2008,7,5,1,NA,1221,0,1.94591014905531,1,1,0,0,0
"371",371,371,804,"1-141","Somalia","Government of Somalia","Government of Ethiopia","Hizbul Islam","1882","",2,"",2009,1,"520","530","","","520","4",NA,"1.0-2016",0,"",1,1,1,1,0,NA,"Northern Africa",NA,1,1,1,1,0,0,0,0,0,0,0,1,"Eastern Africa","Africa",2009,0,4,1,NA,1262,0,0,0,1,0,0,0
"372",372,372,804,"1-141","Somalia","Government of Somalia","Government of Ethiopia","Hizbul Islam","1882","",2,"",2010,1,"520","530","","","520","4",NA,"1.0-2016",0,"",1,1,1,1,0,NA,"Northern Africa",NA,1,1,1,1,0,0,0,0,0,0,0,1,"Eastern Africa","Africa",2009,1,5,1,NA,1263,0,0,0,1,0,0,0
"373",373,373,246,"1-143","Iran","Government of Iran","","MEK","1151","",2,"",1997,1,"630","","","","630","2",NA,"1.0-2016",0,"",1,1,0,0,0,NA,"Middle East",NA,6,1,1,0,NA,0,NA,0,0,NA,NA,1,"Southern Asia","Asia",1972,25,2,0,"much weaker",457,NA,3.2188758248682,0,0,1,0,0
"374",374,374,246,"1-143","Iran","Government of Iran","","MEK","1151","",2,"",1993,1,"630","","","","630","2",NA,"1.0-2016",0,"",1,1,0,0,0,NA,"Middle East",NA,6,1,1,0,NA,0,NA,0,0,NA,NA,1,"Southern Asia","Asia",1972,21,1,0,"much weaker",458,0,3.04452243772342,0,0,1,0,0
"375",375,375,246,"1-143","Iran","Government of Iran","","MEK","1151","",2,"",1999,1,"630","","","","630","2",NA,"1.0-2016",0,"",1,1,0,0,0,NA,"Middle East",NA,6,1,1,0,NA,0,NA,0,0,NA,NA,1,"Southern Asia","Asia",1972,27,2,0,"much weaker",459,0,3.29583686600433,0,0,1,0,0
"376",376,376,246,"1-143","Iran","Government of Iran","","MEK","1151","",2,"",2000,1,"630","","","","630","2",NA,"1.0-2016",0,"",1,1,0,0,0,NA,"Middle East",NA,6,1,1,0,NA,0,NA,0,0,NA,NA,1,"Southern Asia","Asia",1972,28,3,0,"much weaker",460,0,3.3322045101752,0,0,1,0,0
"377",377,377,246,"1-143","Iran","Government of Iran","","MEK","1151","",2,"",2001,1,"630","","","","630","2",NA,"1.0-2016",0,"",1,1,0,0,0,NA,"Middle East",NA,6,1,1,0,NA,0,NA,0,0,NA,NA,1,"Southern Asia","Asia",1972,29,3,0,"much weaker",461,0,3.36729582998647,0,0,1,0,0
"378",378,378,246,"1-143","Iran","Government of Iran","","MEK","1151","",2,"",1991,1,"630","","","","630","2",NA,"1.0-2016",0,"",1,1,0,0,0,NA,"Middle East",NA,6,1,1,0,NA,0,NA,0,0,NA,NA,1,"Southern Asia","Asia",1972,19,1,0,"much weaker",462,0,2.94443897916644,0,0,1,0,0
"379",379,379,459,"1-143","Iran","Government of Iran","","PJAK","1152","",2,"",2005,1,"630","","","","630","2",NA,"1.0-2016",1,"""The vast majority of Iranian Kurds are Sunni Muslims and they have found themselves persecuted, discriminated against and marginalised by a largely ShiÕa Muslim population in Iran."" (UNPO)",0,0,NA,0,0,NA,"Middle East",NA,NA,NA,NA,NA,NA,1,NA,0,1,NA,NA,1,"Southern Asia","Asia",2005,0,4,1,NA,1089,0,0,0,0,1,0,0
"380",380,380,459,"1-143","Iran","Government of Iran","","PJAK","1152","",2,"",2006,1,"630","","","","630","2",NA,"1.0-2016",1,"""The vast majority of Iranian Kurds are Sunni Muslims and they have found themselves persecuted, discriminated against and marginalised by a largely ShiÕa Muslim population in Iran."" (UNPO)",0,0,NA,0,0,NA,"Middle East",NA,NA,NA,NA,NA,NA,1,NA,0,1,NA,NA,1,"Southern Asia","Asia",2005,1,4,1,NA,1090,0,0,0,0,1,0,0
"381",381,381,459,"1-143","Iran","Government of Iran","","PJAK","1152","",2,"",2007,1,"630","","","","630","2",NA,"1.0-2016",1,"""The vast majority of Iranian Kurds are Sunni Muslims and they have found themselves persecuted, discriminated against and marginalised by a largely ShiÕa Muslim population in Iran."" (UNPO)",0,0,NA,0,0,NA,"Middle East",NA,NA,NA,NA,NA,NA,1,NA,0,1,NA,NA,1,"Southern Asia","Asia",2005,2,4,1,NA,1091,0,0.693147180559945,0,0,1,0,0
"382",382,382,459,"1-143","Iran","Government of Iran","","PJAK","1152","",2,"",2008,1,"630","","","","630","2",NA,"1.0-2016",1,"""The vast majority of Iranian Kurds are Sunni Muslims and they have found themselves persecuted, discriminated against and marginalised by a largely ShiÕa Muslim population in Iran."" (UNPO)",0,0,NA,0,0,NA,"Middle East",NA,NA,NA,NA,NA,NA,1,NA,0,1,NA,NA,1,"Southern Asia","Asia",2005,3,4,1,NA,1092,0,1.09861228866811,0,0,1,0,0
"383",383,383,459,"1-143","Iran","Government of Iran","","PJAK","1152","",2,"",2009,1,"630","","","","630","2",NA,"1.0-2016",1,"""The vast majority of Iranian Kurds are Sunni Muslims and they have found themselves persecuted, discriminated against and marginalised by a largely ShiÕa Muslim population in Iran."" (UNPO)",0,0,NA,0,0,NA,"Middle East",NA,NA,NA,NA,NA,NA,1,NA,0,1,NA,NA,1,"Southern Asia","Asia",2005,4,4,1,NA,1093,0,1.38629436111989,0,0,1,0,0
"384",384,384,459,"1-143","Iran","Government of Iran","","PJAK","1152","",2,"",2011,1,"630","","","","630","2",NA,"1.0-2016",1,"""The vast majority of Iranian Kurds are Sunni Muslims and they have found themselves persecuted, discriminated against and marginalised by a largely ShiÕa Muslim population in Iran."" (UNPO)",0,0,NA,0,0,NA,"Middle East",NA,NA,NA,NA,NA,NA,1,NA,0,1,NA,NA,1,"Southern Asia","Asia",2005,6,5,1,NA,1094,0,1.79175946922805,0,0,1,0,0
"385",385,385,640,"1-143","Iran","Government of Iran","","Jondullah","1153","",2,"",2006,1,"630","","","","630","2",NA,"1.0-2016",1,"Baluchi province of Iran where most people is Sunni",0,0,NA,0,0,NA,"Middle East",NA,NA,NA,NA,NA,NA,1,NA,0,1,NA,NA,1,"Southern Asia","Asia",2003,3,4,1,NA,1140,0,1.09861228866811,0,0,1,0,0
"386",386,386,640,"1-143","Iran","Government of Iran","","Jondullah","1153","",2,"",2007,1,"630","","","","630","2",NA,"1.0-2016",1,"Baluchi province of Iran where most people is Sunni",0,0,NA,0,0,NA,"Middle East",NA,NA,NA,NA,NA,NA,1,NA,0,1,NA,NA,1,"Southern Asia","Asia",2003,4,4,1,NA,1141,0,1.38629436111989,0,0,1,0,0
"387",387,387,640,"1-143","Iran","Government of Iran","","Jondullah","1153","",2,"",2008,1,"630","","","","630","2",NA,"1.0-2016",1,"Baluchi province of Iran where most people is Sunni",0,0,NA,0,0,NA,"Middle East",NA,NA,NA,NA,NA,NA,1,NA,0,1,NA,NA,1,"Southern Asia","Asia",2003,5,4,1,NA,1142,0,1.6094379124341,0,0,1,0,0
"388",388,388,640,"1-143","Iran","Government of Iran","","Jondullah","1153","",2,"",2009,1,"630","","","","630","2",NA,"1.0-2016",1,"Baluchi province of Iran where most people is Sunni",0,0,NA,0,0,NA,"Middle East",NA,NA,NA,NA,NA,NA,1,NA,0,1,NA,NA,1,"Southern Asia","Asia",2003,6,4,1,NA,1143,0,1.79175946922805,0,0,1,0,0
"389",389,389,640,"1-143","Iran","Government of Iran","","Jondullah","1153","",2,"",2010,1,"630","","","","630","2",NA,"1.0-2016",1,"Baluchi province of Iran where most people is Sunni",0,0,NA,0,0,NA,"Middle East",NA,NA,NA,NA,NA,NA,1,NA,0,1,NA,NA,1,"Southern Asia","Asia",2003,7,5,1,NA,1144,0,1.94591014905531,0,0,1,0,0
"390",390,390,93,"1-146","Liberia","Government of Liberia","","NPFL","1358","",2,"",1989,1,"450","","","","450","4",NA,"1.0-2016",0,"",0,0,NA,0,0,NA,"Southern Africa",NA,NA,NA,NA,NA,0,1,0,0,1,0,0,1,"Western Africa","Africa",1989,0,1,0,"much stronger",198,NA,0,0,0,1,0,0
"391",391,391,93,"1-146","Liberia","Government of Liberia","","NPFL","1358","",2,"",1990,1,"450","","","","450","4",NA,"1.0-2016",0,"",0,0,NA,0,0,NA,"Southern Africa",NA,NA,NA,NA,NA,0,1,0,0,1,0,0,1,"Western Africa","Africa",1989,1,1,0,"much stronger",199,0,0,0,0,1,0,0
"392",392,392,94,"1-146","Liberia","Government of Liberia","","INPFL","1359","",2,"",1990,1,"450","","","","450","4",NA,"1.0-2016",0,"",0,0,NA,0,0,NA,"Southern Africa",NA,NA,NA,NA,NA,0,1,0,0,1,0,0,1,"Western Africa","Africa",1990,0,1,0,"stronger",200,0,0,0,0,1,0,0
"393",393,393,95,"1-146","Liberia","Government of Liberia","","LURD","1360","",2,"",2000,1,"450","","","","450","4",NA,"1.0-2016",0,"",0,0,NA,0,0,NA,"Southern Africa",NA,NA,NA,NA,NA,0,1,0,0,1,0,0,1,"Western Africa","Africa",2000,0,3,0,NA,201,0,0,0,0,1,0,0
"394",394,394,95,"1-146","Liberia","Government of Liberia","","LURD","1360","",2,"",2001,1,"450","","","","450","4",NA,"1.0-2016",0,"",0,0,NA,0,0,NA,"Southern Africa",NA,NA,NA,NA,NA,0,1,0,0,1,0,0,1,"Western Africa","Africa",2000,1,3,0,NA,202,0,0,0,0,1,0,0
"395",395,395,95,"1-146","Liberia","Government of Liberia","","LURD","1360","",2,"",2002,1,"450","","","","450","4",NA,"1.0-2016",0,"",0,0,NA,0,0,NA,"Southern Africa",NA,NA,NA,NA,NA,0,1,0,0,1,0,0,1,"Western Africa","Africa",2000,2,3,1,NA,203,0,0.693147180559945,0,0,1,0,0
"396",396,396,95,"1-146","Liberia","Government of Liberia","","LURD","1360","",2,"",2003,2,"450","","","","450","4",NA,"1.0-2016",0,"",0,0,NA,0,1,NA,"Southern Africa",NA,NA,NA,NA,NA,0,1,1,0,1,1,0,1,"Western Africa","Africa",2000,3,3,1,NA,204,0,1.09861228866811,0,0,1,0,1
"397",397,397,352,"1-146","Liberia","Government of Liberia","","MODEL","1361","",2,"",2003,1,"450","","","","450","4",NA,"1.0-2016",0,"",0,0,NA,0,1,NA,"Southern Africa",NA,NA,NA,NA,NA,0,1,1,0,1,1,0,1,"Western Africa","Africa",2003,0,3,1,NA,815,1,0,0,0,1,0,1
"398",398,398,366,"1-147","Spain","Government of Spain","","ETA","1156","",1,"Basque",1991,1,"230","","","","230","1",NA,"1.0-2016",0,"",0,0,NA,0,0,NA,"Western Europé",NA,NA,NA,NA,NA,0,1,0,0,1,0,0,1,"Southern Europe","Europe",1968,23,1,0,"much weaker",888,NA,3.13549421592915,0,0,1,0,0
"399",399,399,325,"1-152","India","Government of India","","PLA","1157","",1,"Manipur",1995,1,"750","","","","750","3",0,"1.0-2016",0,"",0,0,NA,0,0,NA,"South Asia",NA,NA,NA,NA,NA,NA,1,NA,0,1,NA,NA,1,"Southern Asia","Asia",1979,16,2,0,"much weaker",663,NA,2.77258872223978,0,0,1,0,0
"400",400,400,325,"1-152","India","Government of India","","PLA","1157","",1,"Manipur",1996,1,"750","","","","750","3",0,"1.0-2016",0,"",0,0,NA,0,0,NA,"South Asia",NA,NA,NA,NA,NA,NA,1,NA,0,1,NA,NA,1,"Southern Asia","Asia",1979,17,2,0,"much weaker",664,0,2.83321334405622,0,0,1,0,0
"401",401,401,325,"1-152","India","Government of India","","PLA","1157","",1,"Manipur",2004,1,"750","","","","750","3",0,"1.0-2016",0,"",0,0,NA,0,0,NA,"South Asia",NA,NA,NA,NA,NA,NA,1,NA,0,1,NA,NA,1,"Southern Asia","Asia",1979,25,3,1,"much weaker",665,0,3.2188758248682,0,0,1,0,0
"402",402,402,325,"1-152","India","Government of India","","PLA","1157","",1,"Manipur",1998,1,"750","","","","750","3",0,"1.0-2016",0,"",0,0,NA,0,0,NA,"South Asia",NA,NA,NA,NA,NA,NA,1,NA,0,1,NA,NA,1,"Southern Asia","Asia",1979,19,2,0,"much weaker",666,0,2.94443897916644,0,0,1,0,0
"403",403,403,325,"1-152","India","Government of India","","PLA","1157","",1,"Manipur",2000,1,"750","","","","750","3",0,"1.0-2016",0,"",0,0,NA,0,0,NA,"South Asia",NA,NA,NA,NA,NA,NA,1,NA,0,1,NA,NA,1,"Southern Asia","Asia",1979,21,3,0,"much weaker",667,0,3.04452243772342,0,0,1,0,0
"404",404,404,325,"1-152","India","Government of India","","PLA","1157","",1,"Manipur",2006,1,"750","","","","750","3",0,"1.0-2016",0,"",0,0,NA,0,0,NA,"South Asia",NA,NA,NA,NA,NA,NA,1,NA,0,1,NA,NA,1,"Southern Asia","Asia",1979,27,4,1,"much weaker",668,0,3.29583686600433,0,0,1,0,0
"405",405,405,336,"1-152","India","Government of India","","UNLF","1158","",1,"Manipur",1993,1,"750","","","","750","3",0,"1.0-2016",0,"The UNLF aims to establish an independent socialist Manipur",0,0,NA,0,0,NA,"South Asia",NA,NA,NA,NA,NA,NA,1,NA,0,1,NA,NA,1,"Southern Asia","Asia",1993,0,1,0,NA,714,0,0,0,0,1,0,0
"406",406,406,336,"1-152","India","Government of India","","UNLF","1158","",1,"Manipur",1994,1,"750","","","","750","3",0,"1.0-2016",0,"The UNLF aims to establish an independent socialist Manipur",0,0,NA,0,0,NA,"South Asia",NA,NA,NA,NA,NA,NA,1,NA,0,1,NA,NA,1,"Southern Asia","Asia",1993,1,1,0,NA,715,0,0,0,0,1,0,0
"407",407,407,336,"1-152","India","Government of India","","UNLF","1158","",1,"Manipur",1999,1,"750","","","","750","3",0,"1.0-2016",0,"The UNLF aims to establish an independent socialist Manipur",0,0,NA,0,0,NA,"South Asia",NA,NA,NA,NA,NA,NA,1,NA,0,1,NA,NA,1,"Southern Asia","Asia",1993,6,2,0,NA,716,0,1.79175946922805,0,0,1,0,0
"408",408,408,336,"1-152","India","Government of India","","UNLF","1158","",1,"Manipur",2000,1,"750","","","","750","3",0,"1.0-2016",0,"The UNLF aims to establish an independent socialist Manipur",0,0,NA,0,0,NA,"South Asia",NA,NA,NA,NA,NA,NA,1,NA,0,1,NA,NA,1,"Southern Asia","Asia",1993,7,3,0,NA,717,0,1.94591014905531,0,0,1,0,0
"409",409,409,336,"1-152","India","Government of India","","UNLF","1158","",1,"Manipur",2003,1,"750","","","","750","3",0,"1.0-2016",0,"The UNLF aims to establish an independent socialist Manipur",0,0,NA,0,0,NA,"South Asia",NA,NA,NA,NA,NA,NA,1,NA,0,1,NA,NA,1,"Southern Asia","Asia",1993,10,3,1,NA,718,0,2.30258509299405,0,0,1,0,0
"410",410,410,336,"1-152","India","Government of India","","UNLF","1158","",1,"Manipur",2004,1,"750","","","","750","3",0,"1.0-2016",0,"The UNLF aims to establish an independent socialist Manipur",0,0,NA,0,0,NA,"South Asia",NA,NA,NA,NA,NA,NA,1,NA,0,1,NA,NA,1,"Southern Asia","Asia",1993,11,3,1,NA,719,0,2.39789527279837,0,0,1,0,0
"411",411,411,336,"1-152","India","Government of India","","UNLF","1158","",1,"Manipur",2005,1,"750","","","","750","3",0,"1.0-2016",0,"The UNLF aims to establish an independent socialist Manipur",0,0,NA,0,0,NA,"South Asia",NA,NA,NA,NA,NA,NA,1,NA,0,1,NA,NA,1,"Southern Asia","Asia",1993,12,4,1,NA,720,0,2.484906649788,0,0,1,0,0
